ID,Text,
362_UK_DocM_V2_AccessAndUseOfBuildings,"Air pressure tests should be performed following the guidance in the approved airtightness testing methodology, CIBSEs TM23.",
370_UK_DocM_V2_AccessAndUseOfBuildings,Where a system for on-site electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,
372_UK_DocM_V2_AccessAndUseOfBuildings,On-site electricity generation systems must be commissioned to ensure that they produce as much electricity as is reasonable in the circumstances.,
374_UK_DocM_V2_AccessAndUseOfBuildings,"For large or complex projects, a commissioning manager should be appointed.",
385_UK_DocM_V2_AccessAndUseOfBuildings,"For ducted systems that are served by fans with a design flow rate greater than 1m3/s, ductwork leakage tests should be carried out.",
387_UK_DocM_V2_AccessAndUseOfBuildings,Remedial work should be carried out to achieve satisfactory performance in retests.,
397_UK_DocM_V2_AccessAndUseOfBuildings,"replacing a heating system including the heating appliance, pipework and heat emitters), the energy performance of the whole system should be assessed, and the results documented and handed over to the building owner with the manufacturers supporting literature.",
398_UK_DocM_V2_AccessAndUseOfBuildings,"replacing a boiler but retaining the pipework and heat emitters), the energy performance of the new components should be assessed.",
399_UK_DocM_V2_AccessAndUseOfBuildings,The results should be recorded and given to the building owner.,
408_UK_DocM_V2_AccessAndUseOfBuildings,Units should be draught-proofed.,
409_UK_DocM_V2_AccessAndUseOfBuildings,Insulated cavity closers should be installed where appropriate.,
426_UK_DocM_V2_AccessAndUseOfBuildings,"Any walls, doors and windows should be insulated and draught-proofed to at least the same extent as in the existing building.",
431_UK_DocM_V2_AccessAndUseOfBuildings,"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",
451_UK_DocM_V2_AccessAndUseOfBuildings,"When an existing building with a total useful floor area of over 1000m2 is being extended or the habitable area is being increased, consequential improvements should be installed.",
452_UK_DocM_V2_AccessAndUseOfBuildings,The value of the consequential improvement works should not be less than 10 of the value of the principal works.,
455_UK_DocM_V2_AccessAndUseOfBuildings,"All technically, functionally and economically feasible measures to improve the fabric of the building served by the service should be implemented.",
456_UK_DocM_V2_AccessAndUseOfBuildings,The water heater is situated centrally with a distribution system to supply water to the drawoff points and has a capacity greater than 300 litres.,
463_UK_DocM_V2_AccessAndUseOfBuildings,The water heater is close to the draw-off points and has a storage capacity no greater than 100 litres.,
465_UK_DocM_V2_AccessAndUseOfBuildings,The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,
466_UK_DocM_V2_AccessAndUseOfBuildings,The energy prices that are current when the application is made to the building control body should be used when evaluating energy savings.,
470_UK_DocM_V2_AccessAndUseOfBuildings,"The area of sloping surfaces such as staircases, galleries, raked auditoria and tiered terraces should be taken as their area on plan.",
471_UK_DocM_V2_AccessAndUseOfBuildings,"Areas that are not enclosed, such as open floors, covered ways and balconies, should be excluded.",
473_UK_DocM_V2_AccessAndUseOfBuildings,"If the parasitic energy use is unknown, an allowance of 0.3W/m2 should be made for any control system.",
475_UK_DocM_V2_AccessAndUseOfBuildings,"C3  Two versions of the BRUKL report should be produced, using the approved software.",
476_UK_DocM_V2_AccessAndUseOfBuildings,C4  The as-built BRUKL report should be signed by the energy assessor to confirm that the as-built calculations are accurate.,
495_UK_DocM_V2_AccessAndUseOfBuildings,The area of windows and roof windows (but excluding display windows) within the area served exceeds 40 of the facade area.,
496_UK_DocM_V2_AccessAndUseOfBuildings,"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",
499_UK_DocM_V2_AccessAndUseOfBuildings,The design solar load should be reduced by at least 20%.,
350_UK_DocM_V2_AccessAndUseOfBuildings,The effective g-value should be no worse than 0.3.,
7_UK_DocM_V1_AccessAndUseOfBuildings,Requirements for accessibility should be balanced against preserving historic buildings or environments.,
9_UK_DocM_V1_AccessAndUseOfBuildings,"Reasonable provision should be made for people to (a) gain access to; and (b) use, the dwelling and its facilities.",
13_UK_DocM_V1_AccessAndUseOfBuildings,"The approach route should be safe and convenient for everyone, including older and disabled people and some wheelchair users.",
15_UK_DocM_V1_AccessAndUseOfBuildings,"The approach route should be level, gently sloping, or, where necessary, ramped.",
16_UK_DocM_V1_AccessAndUseOfBuildings,The approach route is a minimum of 900mm wide with a maximum cross fall of 1 in 40.,
17_UK_DocM_V1_AccessAndUseOfBuildings," Where a driveway forms all, or part of, the approach route, an additional allowance of at least 900mm wide should be provided so that a wheelchair user can pass a parked car.",
18_UK_DocM_V1_AccessAndUseOfBuildings,Individual flights are: for gradients up to 1:15  not more than 10m long; for gradients up to 1:12  not more than 5m long.,
20_UK_DocM_V1_AccessAndUseOfBuildings,Every flight has a minimum clear width of 900mm.,
21_UK_DocM_V1_AccessAndUseOfBuildings,No individual flight has a rise of more than 1800mm between landings.,
22_UK_DocM_V1_AccessAndUseOfBuildings,"Where a lift is provided, it should be suitable for a wheelchair user.",
23_UK_DocM_V1_AccessAndUseOfBuildings,The load capacity is at least 400kg.,
24_UK_DocM_V1_AccessAndUseOfBuildings,The system can be overridden by a door reactivating device that relies on appropriate electronic methods (but not a door edge pressure system); provided that the lift door remains fully open for at least three seconds.,
25_UK_DocM_V1_AccessAndUseOfBuildings,"When the lift serves more than three storeys, it provides visual and audible indicators to identify the floor reached.",
27_UK_DocM_V1_AccessAndUseOfBuildings,"To provide easy access between rooms on the entrance storey, a stepped change of level within the entrance storey should be avoided where possible.",
36_UK_DocM_V1_AccessAndUseOfBuildings,"The provision made must be sufficient to (a) meet the needs of occupants with differing needs, including some older or disabled people; and (b) to allow adaptation of the dwelling to meet the changing needs of occupants over time.",
40_UK_DocM_V1_AccessAndUseOfBuildings,"The approach route should be safe and convenient, adopt the shallowest gradient that can reasonably be achieved and be step-free, irrespective of the storey on which the dwelling is located.",
41_UK_DocM_V1_AccessAndUseOfBuildings,"Where it is not reasonable to achieve a step-free approach route to the principal private entrance, a step-free approach route should be provided to a suitable alternative private entrance instead.",
42_UK_DocM_V1_AccessAndUseOfBuildings,No individual flight has a rise between landings of more than 1800mm.,
43_UK_DocM_V1_AccessAndUseOfBuildings,Where the parking is within the private curtilage of the dwelling (but not within a carport or garage) at least one space is a standard parking bay that can be widened to 3.3m.,
44_UK_DocM_V1_AccessAndUseOfBuildings,"Where communal parking is provided to blocks of flats, at least one standard parking bay is provided close to the communal entrance of each core of the block (or to the lift core where the parking bay is internal).",
45_UK_DocM_V1_AccessAndUseOfBuildings,The gradient is as shallow as the site permits.,
46_UK_DocM_V1_AccessAndUseOfBuildings,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least 300mm away from any projecting corner.",
49_UK_DocM_V1_AccessAndUseOfBuildings,"A wide range of people, including accompanied wheelchair users, should be able to access and use the lift.",
51_UK_DocM_V1_AccessAndUseOfBuildings,NOTE 2: Double doors effectively provide nibs where each leaf is at least 300mm wide.,
54_UK_DocM_V1_AccessAndUseOfBuildings,"All walls, ducts and boxings to the WC/cloakroom, bathroom and shower room should be strong enough to support grab rails, seats and other adaptations that could impose a load of up to 1.5kN/m2.",
55_UK_DocM_V1_AccessAndUseOfBuildings,In WC/cloakrooms the basin and/or WC may encroach into the shower space but this should be minimised.,
56_UK_DocM_V1_AccessAndUseOfBuildings,Any radiator or towel rail should be clear of all access zones.,
57_UK_DocM_V1_AccessAndUseOfBuildings,"The handle to at least one window in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",
65_UK_DocM_V1_AccessAndUseOfBuildings,The provision made must be sufficient to (a) allow simple adaptation of the dwelling to meet the needs of occupants who use wheelchairs; or (b)  meet the needs of occupants who use wheelchairs.,
67_UK_DocM_V1_AccessAndUseOfBuildings,"The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible.",
70_UK_DocM_V1_AccessAndUseOfBuildings,"The approach route should be safe and convenient for everyone, be at the shallowest gradient that can reasonably be achieved, and be stepfree, irrespective of the storey on which the dwelling is located.",
71_UK_DocM_V1_AccessAndUseOfBuildings,A step-free approach route should be provided to all private entrances.,
72_UK_DocM_V1_AccessAndUseOfBuildings,No individual flight has a rise of more than 1800mm between landings.,
73_UK_DocM_V1_AccessAndUseOfBuildings,This grippable handrail is 850-1000mm above the pitch line of the flight and extends at least 300mm beyond the top and bottom nosings.,
74_UK_DocM_V1_AccessAndUseOfBuildings,Power assisted opening is provided where the opening force of the door is more than 30N from 0 to 30 or more than 22.5N from 30 to 60 of the opening cycle.,
79_UK_DocM_V1_AccessAndUseOfBuildings,The full area under a stair that forms part of the storage provision should be counted as 1m2.,
82_UK_DocM_V1_AccessAndUseOfBuildings,"Where the dwelling is defined as wheelchair adaptable, it should be easy to install a lift.",
83_UK_DocM_V1_AccessAndUseOfBuildings,"Any floors, walls and doors that have been installed to allow the potential liftway to be used as storage or for other purposes could be easily removed without structural alteration.",
109_UK_DocM_V1_AccessAndUseOfBuildings,"A power socket, suitable for powering the lifting device, is provided close to the liftway.",
86_UK_DocM_V1_AccessAndUseOfBuildings,Lifting devices should be positioned with the end opposite to the entry point located against a wall at every floor level.,
87_UK_DocM_V1_AccessAndUseOfBuildings,Turning circle should be clear of top step of any adjacent flight of steps.,
88_UK_DocM_V1_AccessAndUseOfBuildings,all dimensions are minimum except where noted.,
90_UK_DocM_V1_AccessAndUseOfBuildings,"An ambulant disabled person should be able to move within, and between, storeys.",
91_UK_DocM_V1_AccessAndUseOfBuildings,"The relationship between the kitchen, dining and living areas should be convenient and step-free.",
94_UK_DocM_V1_AccessAndUseOfBuildings,"Unit length should be measured through midline of the worktop, not the front or rear edge.",
96_UK_DocM_V1_AccessAndUseOfBuildings,The sink is not more than 150mm deep with insulation to the underside to prevent scalding  of a wheelchair users legs.,
97_UK_DocM_V1_AccessAndUseOfBuildings,Taps should be lever operated and capable of easy operation.,
98_UK_DocM_V1_AccessAndUseOfBuildings,There is a minimum of 400mm of worktop to at least one side of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,
100_UK_DocM_V1_AccessAndUseOfBuildings,One bedroom should be close to an accessible bathroom suitable for a wheelchair user.,
101_UK_DocM_V1_AccessAndUseOfBuildings,All other bedrooms should be accessible to a wheelchair user.,
102_UK_DocM_V1_AccessAndUseOfBuildings,Every single bedroom has a minimum floor area of 8.5m2 and is at least 2.4m wide.,
103_UK_DocM_V1_AccessAndUseOfBuildings,"All walls, ducts and boxings to every WC/cloakroom, bath and shower room are strong enough to support grab rails, seats and other adaptations that could impose a load of 1.5kN/m2.",
104_UK_DocM_V1_AccessAndUseOfBuildings,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of 400mm high.",
105_UK_DocM_V1_AccessAndUseOfBuildings,"Where sanitary facilities are wheelchair accessible, basins and sinks should be wall hung (typically with their rim 770-850mm above finished floor level) and the clear zone beneath basins, services and pedestals is maximised to enable wheelchair users to approach.",
108_UK_DocM_V1_AccessAndUseOfBuildings,Wheelchair accessible dwellings must also provide both a level access shower and a bath.,
113_UK_DocM_V1_AccessAndUseOfBuildings,In WC/cloakrooms the basin and/or WC may encroach into the shower space but this should be minimised.,
114_UK_DocM_V1_AccessAndUseOfBuildings,Any radiator or towel rail should be clear of all access zones.,
116_UK_DocM_V1_AccessAndUseOfBuildings,Doors must be capable of opening outwards -  in wheelchair adaptable bathrooms the door may open inwards providing that the door can be easily rehung to open outwards (e.g. door stops are planted and easily moved).,
121_UK_DocM_V1_AccessAndUseOfBuildings,"In dwellings with five bed-spaces or more, both a useable bath and an installed level access shower are provided (either in one bathroom or in more than one bathroom on the same storey as the principal bedroom).",
122_UK_DocM_V1_AccessAndUseOfBuildings,Doors must be capable of opening outwards in wheelchair adaptable bathrooms the door may open inwards providing that the door can be easily rehung to open outwards (e.g. door stops are planted and easily moved).,
124_UK_DocM_V1_AccessAndUseOfBuildings,WC doors must be capable of opening outwards.,
126_UK_DocM_V1_AccessAndUseOfBuildings,Consumer units should be mounted so that the switches are between 1350mm and 1450mm above floor level.,
127_UK_DocM_V1_AccessAndUseOfBuildings,"The handle to at least one window in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",
129_UK_DocM_V1_AccessAndUseOfBuildings,"A threshold that is level or, if raised, has a total height of not more than 15mm, a minimum number of upstands and slopes and with any upstands higher than 5mm chamfered.",
131_UK_DocM_V1_AccessAndUseOfBuildings,totalling up to 50mm total thickness and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,
24_UK_DocM_V2_AccessAndUseOfBuildings,"Whichever approach is adopted, the agreed level of provision should be clearly recorded.",
29_UK_DocM_V2_AccessAndUseOfBuildings,"Where illuminance on surfaces is greater than 200 lux, a difference in light reflectance value should be a minimum of 20 points.",
37_UK_DocM_V2_AccessAndUseOfBuildings,"The building should be designed, within the overall constraints of space, so that the difference in level between the entrance storey and the site entry point is minimised.",
38_UK_DocM_V2_AccessAndUseOfBuildings,"As far as possible, access should be level from the boundary of the site, and from any car parking designated for disabled people, to the principal entrance and any entrance used exclusively for staff or, if either of these is not accessible, to any alternative accessible entrances.",
40_UK_DocM_V2_AccessAndUseOfBuildings,"Generally, gradients within the approach should be as gentle as possible.",
41_UK_DocM_V2_AccessAndUseOfBuildings,"Where the gradient of the approach, whether over its whole length or in part, is 1:20 or steeper, that part of the approach should be designed as ramped access.",
42_UK_DocM_V2_AccessAndUseOfBuildings,"All access routes to principal, or alternative accessible, entrances should be surfaced so that people are able to travel along them easily, without excessive effort and without the risk of tripping or falling.",
43_UK_DocM_V2_AccessAndUseOfBuildings,"There should be sufficient space for people to approach the building, pass others who are travelling in the opposite direction and carry out all necessary manoeuvres.",
46_UK_DocM_V2_AccessAndUseOfBuildings,"If people need to obtain tickets for pay and display parking, the ticket dispensing machines should be located in a way that allows a person in a wheelchair, or a person of short stature, to gain access close to the machine and reach the payment and ticket dispensing functions.",
47_UK_DocM_V2_AccessAndUseOfBuildings,"People with mobility impairments who arrive as passengers should be able to alight from a vehicle close to the principal entrance, or alternative accessible entrance, of the building in a way that is convenient for entry into the building.",
49_UK_DocM_V2_AccessAndUseOfBuildings,"If site constraints necessitate an approach of 1:20 or steeper, an approach incorporating ramped access should be provided.",
50_UK_DocM_V2_AccessAndUseOfBuildings,"Gradients should be as shallow as practicable, as steep gradients create difficulties for some wheelchair users who lack the strength to propel themselves up a slope or have difficulty in slowing down or stopping when descending.",
53_UK_DocM_V2_AccessAndUseOfBuildings,The warning should be placed sufficiently in advance of the hazard to allow time to stop and not be so narrow that it might be missed in a single stride.,
54_UK_DocM_V2_AccessAndUseOfBuildings,People should be able to appreciate easily where to place their feet by highlighting nosings and avoiding open rises.,
57_UK_DocM_V2_AccessAndUseOfBuildings,Handrails should be spaced away from the wall and rigidly supported in a way that avoids impeding finger grip.,
58_UK_DocM_V2_AccessAndUseOfBuildings,"Handrails should be set at heights that are convenient for all users of the building and should extend safely beyond the top and bottom of a flight of steps, or a ramp, to give both stability and warning of the presence of a change in level.",
59_UK_DocM_V2_AccessAndUseOfBuildings,"Consideration should be given to the provision of a second handrail on stairs in a wide range of building types, and particularly in schools, for use by children and people of short stature.",
61_UK_DocM_V2_AccessAndUseOfBuildings,"in an existing building, for the principal or main staff entrance or entrances to be accessible, an alternative accessible entrance should be provided.",
62_UK_DocM_V2_AccessAndUseOfBuildings,Accessible entrances should be clearly sign-posted and easily recognisable.,
64_UK_DocM_V2_AccessAndUseOfBuildings,"Doors to the principal, or alternative accessible, entrance should be accessible to all, particularly wheelchair users and people with limited physical dexterity.",
65_UK_DocM_V2_AccessAndUseOfBuildings,Entrance doors should be capable of being held closed when not in use.,
66_UK_DocM_V2_AccessAndUseOfBuildings,"Once open, all doors to accessible entrances should be wide enough to allow unrestricted passage for a variety of users, including wheelchair users, people carrying luggage, people with assistance dogs, and parents with pushchairs and small children.",
67_UK_DocM_V2_AccessAndUseOfBuildings,"It should be noted that double buggies are wider than wheelchairs and that, where relevant to the building type, this should be borne in mind when determining an appropriate effective clear width for an entrance door.",
68_UK_DocM_V2_AccessAndUseOfBuildings,"People should be able to see other people approaching from the opposite direction, thereby allowing sufficient reaction time for both parties to avoid a collision.",
70_UK_DocM_V2_AccessAndUseOfBuildings,"A space alongside the leading edge of a door should be provided to enable a wheelchair user to reach and grip the door handle, then open the door without releasing hold on the handle and without the footrest colliding with the return wall.",
71_UK_DocM_V2_AccessAndUseOfBuildings,"Door furniture on manually operated non-powered doors should be easy to operate by people with limited manual dexterity, and be readily apparent against the background of the door.",
73_UK_DocM_V2_AccessAndUseOfBuildings,"Activation (e.g. motion sensors and push buttons), safety features and the time-lapse allowed for entry and exit through powered door systems should be carefully considered to suit the needs of people who cannot react quickly.",
74_UK_DocM_V2_AccessAndUseOfBuildings,"Manual controls for powered entrance doors should be clearly distinguishable against the background and not located so that a person, having used the control, needs to move to avoid contact with the door as it opens.",
76_UK_DocM_V2_AccessAndUseOfBuildings,"People with visual impairment should be in no doubt as to the location of glass doors, especially when they are within a glazed screen.",
77_UK_DocM_V2_AccessAndUseOfBuildings,The presence of the door should be apparent not only when it is shut but also when it is open.,
78_UK_DocM_V2_AccessAndUseOfBuildings,"Where it can be held open, steps should be taken to avoid people being harmed by walking into the door.",
80_UK_DocM_V2_AccessAndUseOfBuildings,The lobby should be large enough and of a shape to allow a wheelchair user or a person pushing a pram to move clear of one door before opening the second door.,
84_UK_DocM_V2_AccessAndUseOfBuildings,"Where a service building has a reception or sales counter, there should be convenient access to it and part of it should be at a level suitable for a wheelchair user or a seated person.",
85_UK_DocM_V2_AccessAndUseOfBuildings,"Designers should also be aware that glazed screens in front of the reception point, or light sources or reflective wall surfaces, such as glazed screens, located behind the reception point, could compromise the ability of a person with a hearing impairment to lip read or follow sign language.",
86_UK_DocM_V2_AccessAndUseOfBuildings,It should be possible for information about the building to be easily obtained from a reception point or gathered from notice boards and signs.,
88_UK_DocM_V2_AccessAndUseOfBuildings,"Since doors are potential barriers, their use should be avoided whenever appropriate.",
90_UK_DocM_V2_AccessAndUseOfBuildings,"Where closing devices are needed for fire control, electrically powered hold-open devices or swing-free closing devices should be used as appropriate.",
91_UK_DocM_V2_AccessAndUseOfBuildings,"The presence of doors, whether open or closed, should be apparent to visually impaired people through the careful choice of colour and material for the door and its surroundings.",
92_UK_DocM_V2_AccessAndUseOfBuildings,"For example, when a door is open, people with impaired sight should be able to identify the door opening within the wall, as well as the leading edge of the door.",
96_UK_DocM_V2_AccessAndUseOfBuildings,"Corridors and passageways should be wide enough to allow people with buggies, people carrying cases or people on crutches to pass others on the access route.",
97_UK_DocM_V2_AccessAndUseOfBuildings,"In order to help people with visual impairment to appreciate the size of a space they have entered, or to find their way around, there should be a visual contrast between the wall and the ceiling, and between the wall and the floor.",
99_UK_DocM_V2_AccessAndUseOfBuildings,Good acoustic design should be employed to achieve an acoustic environment that is neither too reverberant nor too absorbent so that announcements and conversations can be heard clearly.,
103_UK_DocM_V2_AccessAndUseOfBuildings,A passenger lift is the most suitable means of vertical access and should be provided wherever possible.,
104_UK_DocM_V2_AccessAndUseOfBuildings,Signs indicating the location of a lifting device accessible by mobility-impaired people should be clearly visible from the building entrance.,
105_UK_DocM_V2_AccessAndUseOfBuildings,"Additionally, a sign identifying the floor reached should be provided on each landing in a location that can be easily seen from the lifting device and is designed so that it contrasts visually with its surrounding.",
106_UK_DocM_V2_AccessAndUseOfBuildings,"Whatever lifting device is chosen, internal stairs should always be provided as an alternative means of vertical access, and designed to suit ambulant disabled people and those with impaired sight.",
107_UK_DocM_V2_AccessAndUseOfBuildings,"In exceptional circumstances in an existing building, a wheelchair platform stairlift may be considered, provided its installation does not conflict with requirements for means of escape.",
109_UK_DocM_V2_AccessAndUseOfBuildings,All users including wheelchair users should be able to reach and use the controls that summon and direct the lifting device.,
111_UK_DocM_V2_AccessAndUseOfBuildings,"Lift door systems should be designed to allow adequate time for people, and any assistance dogs, to enter or leave the lift without coming into contact with closing doors.",
113_UK_DocM_V2_AccessAndUseOfBuildings,All users including wheelchair users should be able to reach and use the controls that summon and direct the lifting platform.,
116_UK_DocM_V2_AccessAndUseOfBuildings,The use of visually and acoustically reflective wall surfaces should be minimised within the lifting platform to prevent discomfort for people with visual and hearing impairment.,
117_UK_DocM_V2_AccessAndUseOfBuildings,"In the absence of relevant harmonised European Standards, products with a travel exceeding 3m must have a product certificate issued by a Notified Body.",
173_UK_DocM_V2_AccessAndUseOfBuildings,"the vertical travel distance is: a. not more than 2m, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure. ",
183_UK_DocM_V2_AccessAndUseOfBuildings,the rated speed of the platform does not exceed 0.15m/s. ,
184_UK_DocM_V2_AccessAndUseOfBuildings,lifting platform controls are located between 800mm and 1100mm from the floor of the lifting platform and at least 400mm from any return wall. ,
185_UK_DocM_V2_AccessAndUseOfBuildings, landing call buttons are located between 900mm and 1100mm from the floor of the landing and at least 500mm from any return wall.,
119_UK_DocM_V2_AccessAndUseOfBuildings,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where two doors are located at 90° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,
120_UK_DocM_V2_AccessAndUseOfBuildings,"the minimum clear dimensions of the
platform are: b. 900mm wide and 1400mm deep , where the lifting platform is enclosed and where provision is being made for an unaccompanied wheelchair user; c. 1100mm wide and 1400mm deep where two doors are located at 90 relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user; h. doors have an effective clear width of at least 900mm for an 1100mm wide and 1400mm deep lifting platform and at least 800mm in other cases; i. they are fitted with clear instructions for use; j. the lifting platform entrances are accessible from the remainder of the storey; k. doors are distinguishable visually from the adjoining walls; l. an audible and visual announcement of platform arrival and level reached is provided; m. areas of glass are identifiable by people with impaired vision.",
124_UK_DocM_V2_AccessAndUseOfBuildings,"For mobility-impaired people, a going of at least 300mm is preferred.",
126_UK_DocM_V2_AccessAndUseOfBuildings,"Where permanent or removable seating is provided as part of the design, allowance should be made for disabled people to have a choice of seating location at spectator events.",
127_UK_DocM_V2_AccessAndUseOfBuildings,"In refreshment facilities, bars and counters (or sections of them) should be at a level suitable for wheelchair users.",
128_UK_DocM_V2_AccessAndUseOfBuildings,"All floor areas, even when located at different levels, should be accessible.",
129_UK_DocM_V2_AccessAndUseOfBuildings,"A proportion of the sleeping accommodation in hotels, motels and student accommodation should be designed for independent use by wheelchair users.",
131_UK_DocM_V2_AccessAndUseOfBuildings,Consideration should be given to providing an area next to certain seats for an assistance dog to rest.,
132_UK_DocM_V2_AccessAndUseOfBuildings,"All users of facilities should be able to locate suitable seating and move safely and easily to and from the seating area and ancillary accommodation, such as lavatories, dining rooms and bedroom suites.",
133_UK_DocM_V2_AccessAndUseOfBuildings,"People with hearing impairments should be able to participate fully in conferences, committee meetings and study groups.",
134_UK_DocM_V2_AccessAndUseOfBuildings,All people should be able to use presentation facilities.,
137_UK_DocM_V2_AccessAndUseOfBuildings,"Refreshment facilities, such as restaurants and bars, should be designed so that they can be reached and used by all people independently or with companions.",
138_UK_DocM_V2_AccessAndUseOfBuildings,"All public areas, including lavatory accommodation, public telephones and external terraces should be accessible.",
141_UK_DocM_V2_AccessAndUseOfBuildings,Wheelchair users should be able to reach all the facilities available within the building.,
142_UK_DocM_V2_AccessAndUseOfBuildings,"In general, accessible bedrooms should be no less advantageously situated than other bedrooms.",
143_UK_DocM_V2_AccessAndUseOfBuildings,"It would be beneficial if entrance doors to wheelchair-accessible bedrooms were powered opening, as this could avoid the need for the 300mm access space adjacent to the leading edge of the door.",
144_UK_DocM_V2_AccessAndUseOfBuildings,"Wheelchair-accessible bedrooms should be sufficiently spacious to enable a wheelchair user to transfer to one side of a bed, with or without assistance.",
145_UK_DocM_V2_AccessAndUseOfBuildings,"Wheelchair users should be able to manoeuvre around and use the facilities in the room, and operate switches and controls.",
148_UK_DocM_V2_AccessAndUseOfBuildings,"All users should be able to locate a control, know which setting it is on and use it without inadvertently changing its setting.",
150_UK_DocM_V2_AccessAndUseOfBuildings,"For example, glare and reflections from shiny surfaces, and large repeating patterns, should be avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language.",
151_UK_DocM_V2_AccessAndUseOfBuildings,"The type and quality of public address, hearing enhancement and telephone systems should be chosen carefully to ensure intelligibility.",
152_UK_DocM_V2_AccessAndUseOfBuildings,"Artificial lighting should be designed to give good colour rendering of all surfaces, without creating glare or pools of bright light and strong shadows.",
153_UK_DocM_V2_AccessAndUseOfBuildings,Uplighters mounted at low or floor level can disorientate some visually impaired people and should be avoided.,
154_UK_DocM_V2_AccessAndUseOfBuildings,It should be recognised that there is the danger where adjacent spaces each have an induction loop system that the signals may overlap.,
155_UK_DocM_V2_AccessAndUseOfBuildings,"In principle, suitable sanitary accommodation should be available to everybody, including sanitary accommodation designed for wheelchair users, ambulant disabled people, people of either sex with babies and small children or people encumbered by luggage.",
156_UK_DocM_V2_AccessAndUseOfBuildings,Taps and WC cubicle doors should be operable by people with limited strength or manual dexterity and doors to cubicles should be capable of being opened if a person has collapsed against them while inside the cubicle.,
159_UK_DocM_V2_AccessAndUseOfBuildings,"WC compartment doors, and doors to wheelchair-accessible unisex toilets, changing rooms or shower rooms have an emergency release mechanism so that they are capable of being opened outwards, from the outside , in case of emergency.",
160_UK_DocM_V2_AccessAndUseOfBuildings,"Changing places toilets, facilities designed for individuals with complex and multiple impairments who may require the assistance of up to two assistants, should be provided in addition to any wheelchair-accessible accommodation in separate-sex toilet washrooms, wheelchair-accessible unisex toileting facilities and baby changing facilities.",
162_UK_DocM_V2_AccessAndUseOfBuildings,Capacities should be derived from the combined total of a buildings publicly accessible facilities.,
163_UK_DocM_V2_AccessAndUseOfBuildings,"Wheelchair users should be able to approach, transfer to and use the sanitary facilities provided within a building.",
164_UK_DocM_V2_AccessAndUseOfBuildings,Consideration should be given to installing a chemical sanitary waste disposal unit in wheelchair-accessible WC accommodation.,
167_UK_DocM_V2_AccessAndUseOfBuildings,"The compartment should be fitted with support rails, and include a minimum activity space to accommodate people who use crutches, or otherwise have impaired leg movements.",
168_UK_DocM_V2_AccessAndUseOfBuildings,"Consideration should be given to installing a fold-down table, e.g. for baby changing.",
170_UK_DocM_V2_AccessAndUseOfBuildings,Standard WC compartments should also have a minimum manoeuvring space clear of any door swing.,
171_UK_DocM_V2_AccessAndUseOfBuildings,"Where a separate-sex toilet washroom can be accessed by wheelchair users, it should be possible for them to use both a urinal, where appropriate, and a washbasin at a lower height than is provided for other users.",
172_UK_DocM_V2_AccessAndUseOfBuildings,"In general, the findings indicate that there should be at least the same number of WCs (for women) as urinals (for men) and for some building types, e.g. large retail buildings, at least twice as many.",
174_UK_DocM_V2_AccessAndUseOfBuildings,Consideration should be given to providing a low level urinal for children in male washrooms.,
176_UK_DocM_V2_AccessAndUseOfBuildings,Any combined facility should be divided into distinct wet and dry areas.,
177_UK_DocM_V2_AccessAndUseOfBuildings,"in clothes shops, the dimensions and fittings recommended for an individual changing cubicle in a sports building should be provided.",
178_UK_DocM_V2_AccessAndUseOfBuildings,"In large building complexes, such as retail parks and large sports centres, there should be one wheelchair-accessible unisex toilet capable of including an adult changing table.",
181_UK_DocM_V2_AccessAndUseOfBuildings,Wheelchair users and ambulant disabled people should be able to wash or bathe either independently or with assistance from others.,
