Text,is_rule,ID,source,base,n_tokens,n_chars,n_deontic,n_quantitative,n_coref,n_ext_ref,has_shall,has_must,has_should,has_may,starts_capital,ends_period,n_commas,n_semicolons,n_numbers
NOTE: A system for purge ventilation should be provided in each habitable room to demonstrate compliance with Part F of the Building Regulations.,1,41_UK_DocO_Overheating | 67_UK_DocO_Overheating,accord_official,ACCORD Official,23,145,1,0,0,1,0,0,1,0,1,1,0,0,0
NOTE: Additional details on CO2 monitoring for indoor air quality can be found in Appendix C.,0,40_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,16,93,0,0,0,1,0,0,0,0,1,1,0,0,0
"NOTE: All boilers should be used in the calculation, including any that are identical.",1,249_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,14,86,1,0,0,0,0,0,1,0,1,1,1,0,0
NOTE: All the diagrams in this approved document (Diagrams 1 to 6) are simplified.,0,11_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,14,82,0,0,1,0,0,0,0,0,1,1,0,0,2
"NOTE: Although it may go beyond the standards of paragraph 3.6, following the checklist in Table D1 is considered to be an adequate means of demonstrating compliance with the minimum standards of requirement F1(1) as described in paragraph 3.6.",0,267_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,42,244,1,1,2,2,0,0,0,1,1,1,1,0,3
NOTE: An example of evidence that the planned time of use in the given location is less than two years is the hire agreement for the unit.,0,84_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,27,138,0,1,0,0,0,0,0,0,1,1,0,0,0
NOTE: Any financial contribution from the network operator should be deducted from the cost of providing the relevant connection.,1,53_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,19,129,1,0,0,0,0,0,1,0,1,1,0,0,0
NOTE: Any method to reduce overheating risk in residential buildings must comply with all Others parts of the Building Regulations.,1,65_UK_DocO_Overheating,accord_official,ACCORD Official,20,131,1,0,0,0,0,1,0,0,1,1,0,0,0
"NOTE: Approved Document M recommends that in new dwellings only, switches and socketoutlets for lighting and Others equipment should be between 450mm and 1200mm from finished floor level.",0,10_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,28,187,1,0,0,0,0,0,1,0,1,1,1,0,0
NOTE: Consequential improvements may be required when there is a material change of use or change to energy status and Section 12 should be followed.,0,447_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,25,149,2,0,0,1,0,0,1,1,1,1,0,0,1
"NOTE: Consideration should be given to the positioning of network termination points installed within the dwelling to ensure good connectivity throughout the dwelling, such as in central, open areas of the dwelling.",1,27_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,32,215,1,0,1,0,0,0,1,0,1,1,2,0,0
"NOTE: Efficiencies based on net calorific value should be converted to efficiencies based on gross calorific value, using the appropriate conversion factor in the Standard Assessment Procedure version 10 Table E4.",0,238_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,31,213,1,0,0,1,0,0,1,0,1,1,1,0,1
NOTE: Electrical inspection and test forms should be given to the person ordering the work.,0,24_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,15,91,1,0,0,0,0,0,1,0,1,1,0,0,0
"NOTE: Examples are given in Appendix C.NOTE: When renovating thermal elements, the work should comply with all the requirements in Schedule 1, but particular attention should be paid to Parts B, C, F and J.",0,126_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,36,206,1,0,0,2,0,0,1,0,1,1,4,0,1
NOTE: Following BSI PAS 2035 is considered to be an adequate means of demonstrating compliance with paragraph 3.6.,0,135_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,19,114,0,0,0,1,0,0,0,0,1,1,0,0,2
"NOTE: For example, if the total system output is made up of three equally sized boilers, at 15 of system output the lead boiler will be operating at 45 of its rated output with the Others two boilers switched off.",1,244_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,40,213,0,0,0,0,0,0,0,0,1,1,2,0,2
"NOTE: For grid-supplied electricity, a CO2 emission factor of 0.136kgCO2/kWh and primary energy factor of 1.501kWhPE/kWh should be used.",1,199_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,24,136,1,0,0,0,0,0,1,0,1,1,1,0,2
"NOTE: For temperature limits to control legionella bacteria in domestic hot water systems, see Approved Document G.Sizing heat pump heating systems.",0,242_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,22,148,0,0,0,1,0,0,0,0,1,1,1,0,0
"NOTE: For the purpose of demonstrating compliance with these provisions, beds should be of the size set out in the furniture schedule in Appendix D.Sanitary facilities.",0,52_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,27,168,1,0,1,2,0,0,1,0,1,1,1,0,0
"NOTE: For the purposes of Table 3.1, include areas with reduced headroom as follows:  headroom between 900mm and 1500mm: at 50 of its arealower than 900mm: do not count.",0,78_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,30,169,0,0,0,1,0,0,0,0,1,1,1,0,2
"NOTE: Guidance on the accessibility requirements of the Building Regulations, including on the location of sockets and switches, is given in Approved Document M.NOTE: Except for the items marked  (which are from the Building Regulations 2010), these definitions apply only to Approved Document S. Accessible parking space A parking space that meets the provisions in Approved Document M.Associated parking space Any parking space that is available within the site boundary of the building, for the use by the occupant of, or a visitor to, a dwelling in the building, including any parking space which is for the use of any occupant of, or any visitor to, any dwelling in a building containing more than one dwelling.",0,122_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,118,716,0,0,1,0,0,0,0,0,1,1,9,0,1
"NOTE: If a combustion appliance is installed in a kitchen or bathroom where building work is carried out, Part J of the Building Regulations must be considered.",0,167_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,27,160,1,0,0,0,0,1,0,0,1,1,1,0,0
"NOTE: If an exposed facade is close to an area of sustained and loud noise (e.g. a main road), then a noise attenuating background ventilator should be fitted.",1,85_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,29,159,1,0,0,0,0,0,1,0,1,1,1,0,0
"NOTE: If the efficiency of the appliance being replaced is not known, the Standard Assessment Procedure, Tables 4a and 4b, should be used but with no adjustments from Tables 4c and 4d.",0,227_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,32,184,1,0,0,1,0,0,1,0,1,1,3,0,0
"NOTE: In these circumstances, expert advice should be sought.",0,127_UK_DocF_V1_Ventilation | 75_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,9,61,1,0,1,0,0,0,1,0,1,1,1,0,0
"NOTE: Industrial sites, workshops and non-residential agricultural buildings with low energy demand and buildings with a planned service life of less than two years are exempt from the energy efficiency requirements.",0,76_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,32,216,0,1,0,0,0,0,0,0,1,1,1,0,0
"NOTE: Information and photographic evidence should be provided for each individual dwelling, as described in Section 9 and Appendix B.",0,71_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,20,134,1,0,1,2,0,0,1,0,1,1,1,0,1
NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and 100 load.,1,245_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,18,131,1,0,0,0,0,0,1,0,1,1,0,0,2
NOTE: Particular attention should be paid to Approved Document F and Approved Document J when making an existing dwelling more airtight.,0,196_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,21,136,1,0,0,0,0,0,1,0,1,1,0,0,0
NOTE: Particular attention should be paid to guidance in Approved Document F and Approved Document J when making an existing building more airtight.,0,163_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,23,148,1,0,0,0,0,0,1,0,1,1,0,0,0
"NOTE: Requirements are often exceeded by Others criteria, such as the ventilation requirements of the particular manufacturing process.",0,65_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,18,135,0,0,1,0,0,0,0,0,1,1,1,0,0
NOTE: Rooms that are designed to contain printers and photocopiers in substantial use (more than 30 minutes per hour) should not be designed to be occupied.,1,44_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,26,156,1,0,0,0,0,0,1,0,1,1,0,0,1
"NOTE: Standards for accessible parking spaces are described in Approved Document M.6.5  A future connection location may be sited to serve more than one parking space if the cable routes are suitable for electric vehicle charge points to be installed in future that allow all spaces to be used at the same time for recharging  for example, if the cable routes are adequate for an electric vehicle charge point with multiple outlets, where each outlet has the functionality described in paragraph 6.2.",0,104_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,85,500,1,0,0,2,0,0,0,1,1,1,2,0,2
NOTE: The E-codesign for Energy Related Products Regulations 2010 set the efficiencies and standards that must be met when introducing new energy using products to the market.,0,230_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,28,175,1,0,0,0,0,1,0,0,1,1,0,0,1
NOTE: The Ecodesign for EnergyRelated Products Regulations 2010 set the efficiencies and standards that must be met when introducing new energyusing products to the market.,0,257_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,25,172,1,0,0,0,0,1,0,0,1,1,0,0,1
NOTE: The electrical installation condition report should be the model BS 7671 form or one developed specifically for Part P purposes.,0,27_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,21,134,1,0,0,0,0,0,1,0,1,1,0,0,1
"NOTE: The network distribution point could be in a cabinet, a box mounted on a wall or on a telegraph pole.",1,5_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,21,107,0,0,0,0,0,0,0,0,1,1,1,0,0
NOTE: The same CO2 emission factors used to calculate the building emission rate described in paragraph 2.7 of this approved document should be used to check against the minimum performance standards described in paragraph 6.79.,0,337_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,37,228,1,1,1,1,0,0,1,0,1,1,0,0,2
NOTE: The same CO2 emission factors used to calculate the building emission rate for buildings connected to a district heat network or community heating system should be used to check against the minimum performance standards described in Section 6 of this approved document.,0,73_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,43,275,1,1,1,1,0,0,1,0,1,1,0,0,1
NOTE: The same CO2 emission factors used to calculate the dwelling emission rate described in paragraph 2.9 of this approved document should be used to check against the minimum performance standards described in paragraph 6.20.,0,289_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,37,228,1,1,1,1,0,0,1,0,1,1,0,0,2
NOTE: The simplified method set out in paragraphs 3.8 to 3.13 is designed to apply to an existing dwelling that is assumed to have adequate means of ventilation through a combination of purposeprovided ventilation and infiltration.,0,137_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,38,231,0,0,0,1,0,0,0,0,1,1,0,0,2
"NOTE: The surface area of the whole building must be included when assessing whether the works constitute a major renovation, even if the building is mixed use.",1,124_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,27,160,1,0,0,0,0,1,0,0,1,1,1,0,0
NOTE: Ventilation through infiltration should be considered to be part of the ventilation provision of a building.,1,79_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,17,114,1,0,0,0,0,0,1,0,1,1,0,0,0
NOTE: Ventilation through infiltration should be considered to be part of the ventilation provision of a dwelling.,1,131_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,17,114,1,0,0,0,0,0,1,0,1,1,0,0,0
"NOTE: When a single U-value is calculated for a product range of doors, the configuration of the door chosen for the calculation should be the worst performing in the product range.",1,108_UK_DocL_V1_ConsrvationOfFuelAndPower | 124_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,32,181,1,0,0,0,0,0,1,0,1,1,1,0,0
"NOTE: Where a combustion appliance is installed, any automatic controls must also ensure that the ventilation provided meets the requirements of Part J of the Building Regulations.",0,68_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,27,180,1,0,0,0,0,1,0,0,1,1,1,0,0
"NOTE: Where a heat pump is installed which meets the minimum efficiency standards in this approved document, it should be deemed to be compliant with paragraph 5.4, without the need to carry out this calculation.",0,229_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,36,212,1,1,2,1,0,0,1,0,1,1,2,0,1
"NOTE: Where a next fastest broadband connection or no connection to a public electronic communications network can be provided within the cost cap (see paragraphs 2.13 to 2.23), new dwellings must still be erected with gigabit-ready physical infrastructure installed to be ready to support a connection to a gigabit-capable public electronic communications network in the future.",0,16_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,60,379,1,0,0,2,0,1,0,0,1,1,1,0,2
"NOTE: Where specific energy efficiency measures are not included in Table 3.1, the most similar category should be chosen instead.",0,141_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,21,130,1,0,0,1,0,0,1,0,1,1,1,0,1
"NOTE: Where the efficiency of the appliance being replaced is unknown, this should be established in line with the hierarchy outlined in Appendix E.If renewable technology such as a wind turbine or photovoltaic array is being replaced, the new system should have an electrical output that is at least the same as that of the original installation.",0,201_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,58,347,1,1,2,1,0,0,1,0,1,1,2,0,0
"NOTE: Where the performance of elements of the existing dwelling is unknown, data in the Standard Assessment Procedure Appendix S should be used to estimate the performance.",0,429_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,27,173,1,0,0,1,0,0,1,0,1,1,1,0,0
NOTES:Insulation thicknesses should be calculated according to BS EN ISO 12241 using the following standardised assumptions.,0,182_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,17,124,1,0,1,0,0,0,1,0,1,1,0,0,1
Natural ventilation by appropriately located ventilation opening(s) with a total opening area of at least 1/50 of the floor area of the common space.,0,54_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,26,149,0,1,0,0,0,0,0,0,1,1,0,0,2
Natural ventilation with background ventilators and intermittent extract fans (guidance suitable only for less airtight dwellings).,0,80_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,16,131,0,0,0,1,0,0,0,0,1,1,0,0,0
"Network terminationpoint (for each dwelling in building, see Diagrams 5 and 6).",0,10_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,12,79,0,0,0,1,0,0,0,0,1,1,1,0,2
New and replacement thermal elements.,0,406_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,5,37,0,0,0,0,0,0,0,0,1,1,0,0,0
New building services.,0,190_UK_DocM_V2_AccessAndUseOfBuildings | 217_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,3,22,0,0,0,0,0,0,0,0,1,1,0,0,0
New dwellings.,0,15_UK_DocS_InfrastructureForChargingOfElectricalVehicles | 286_UK_DocL_V1_ConsrvationOfFuelAndPower | 8_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,2,14,0,0,0,0,0,0,0,0,1,1,0,0,0
"New or replaced windows, roof windows, rooflights and doors (controlled fittings) should meet the standards in Table 4.1.c.  The area of openings in the newly created building should not be more than 25 of the total floor area.",0,446_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,40,227,1,0,0,1,0,0,1,0,1,1,2,0,2
"New or replaced windows, roof windows, rooflights and doors (controlled fittings) should meet the standards in Table 4.2.",0,452_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,19,121,1,0,0,1,0,0,1,0,1,1,2,0,1
New solar hot water collectors should be independently certified as complying with all tests required by BS EN 129751 and BS EN ISO 9806 for both of the following.,0,321_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,29,163,1,0,1,0,0,0,1,0,1,1,0,0,2
New tests should be carried out until the building achieves the criteria in paragraphs 7.1 and 7.6.,0,359_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,19,99,1,0,0,1,0,0,1,0,1,1,0,0,2
New tests should be carried out until the dwelling achieves the criteria in paragraphs 7.1 and 7.5.,0,358_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,19,99,1,0,0,1,0,0,1,0,1,1,0,0,2
No individual flight has a rise between landings of more than 1800mm.,1,42_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,12,69,0,0,0,0,0,0,0,0,1,1,0,0,0
No individual flight has a rise of more than 1800mm between landings.,1,21_UK_DocM_V1_AccessAndUseOfBuildings | 72_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,12,69,0,0,0,0,0,0,0,0,1,1,0,0,0
"No openings should be provided in walls below ground floor except for small holes for services and ventilation, etc. which should be limited
to a maximum area of 0.1mý at not less than 2m centres.",1,68_UK_DocA_Structure,accord_official,ACCORD Official,36,196,1,3,0,0,0,0,1,0,1,1,1,0,1
Noise.,0,20_UK_DocF_V1_Ventilation | 20_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,1,6,0,0,0,0,0,0,0,0,1,1,0,0,0
Non-condensing boilers should be fitted with a flue condensing kit where feasible and where the boiler is likely to be able to operate in condensing mode (e.g. variable temperature circuits).,1,235_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,32,191,1,0,1,0,0,0,1,0,1,1,0,0,0
"Non-notifiable electrical installation work, like notifiable work, should be designed and installed, and inspected, tested and certificated in accordance with BS 7671.",0,32_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,23,167,1,0,0,0,0,0,1,0,1,1,4,0,1
Non-self-resetting energy cut-out means a  device that will interrupt the supply of heat to a  hot water storage vessel when a fixed (factory  set) temperature is exceeded.,0,24_UK_DocG_Sanitation,accord_official,ACCORD Official,30,172,0,0,0,0,0,0,0,0,1,1,0,0,0
Note: Connection should be provided to the fastest public electronic communications network within the cost cap.,1,72_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,16,112,1,0,0,0,0,0,1,0,1,1,0,0,0
Note: Requirement M4(1) requires that a sanitary  convenience should be located in the principal/  entrance storey of a dwelling.,0,179_UK_DocG_Sanitation,accord_official,ACCORD Official,20,129,1,0,0,0,0,0,1,0,1,1,0,0,1
"Note: The additional heat source should be used, when necessary, to maintain the water temperature to restrict microbial growth.",1,125_UK_DocG_Sanitation,accord_official,ACCORD Official,19,128,1,0,0,0,0,0,1,0,1,1,2,0,0
Note: Two examples of tread proles have been shown together for illustrative purposes only.,0,15_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,14,91,0,0,0,0,0,0,0,0,1,1,0,0,0
"Note: Where an existing metal cistern is replaced, or a plastic cistern is replaced by one with larger dimensions, the existing support should be upgraded, as necessary, with one in  accordance with paragraph 3.15.",0,101_UK_DocG_Sanitation,accord_official,ACCORD Official,35,214,1,0,0,1,0,0,1,0,1,1,4,0,1
Note: With reference to design checks in the referenced Institution of Structural Engineers Technical Publication the choice of various partialfactors should be made to suit the individual circumstances of each case.,0,9_UK_DocA_Structure,accord_official,ACCORD Official,31,216,1,0,1,0,0,0,1,0,1,1,0,0,0
Notice of completion.,0,375_UK_DocL_V1_ConsrvationOfFuelAndPower | 379_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,3,21,0,0,0,0,0,0,0,0,1,1,0,0,0
Notification of work.,0,5_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,3,21,0,0,0,0,0,0,0,0,1,1,0,0,0
Number of bedrooms.,0,76_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,3,19,0,0,0,0,0,0,0,0,1,1,0,0,0
O1 Overheating mitigation.,0,17_UK_DocO_Overheating | 72_UK_DocO_Overheating,accord_official,ACCORD Official,3,26,0,0,0,0,0,0,0,0,1,1,0,0,0
"On variable volume systems, variable speed glandless circulators should be used.",1,289_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,11,80,1,0,0,0,0,0,1,0,1,1,1,0,0
On-site electricity generation and storage.,0,330_UK_DocM_V2_AccessAndUseOfBuildings | 341_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,6,43,0,0,0,0,0,0,0,0,1,1,0,0,0
On-site electricity generation should be provided with automated controls that support the design of the system and the intended use.,1,335_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,21,133,1,0,0,0,0,0,1,0,1,1,0,0,0
On-site electricity generation should be provided with controls to allow proper operation of the system without the need for user intervention.,0,346_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,22,143,1,0,0,0,0,0,1,0,1,1,0,0,0
On-site electricity generation systems must be commissioned to ensure that they produce as much electricity as is reasonable in the circumstances.,1,372_UK_DocL_V1_ConsrvationOfFuelAndPower | 372_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,22,146,1,0,1,0,0,1,0,0,1,1,0,0,0
"Once open, all doors to accessible entrances should be wide enough to allow unrestricted passage for a variety of users, including wheelchair users, people carrying luggage, people with assistance dogs, and parents with pushchairs and small children.",1,66_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,37,250,1,0,0,0,0,0,1,0,1,1,5,0,0
One bedroom should be close to an accessible bathroom suitable for a wheelchair user.,1,100_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,14,85,1,0,0,1,0,0,1,0,1,1,0,0,0
One electric vehicle charge point must be installed.,1,82_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,8,52,1,0,0,0,0,1,0,0,1,1,0,0,0
One electric vehicle charge point must be provided for the building.,1,67_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,11,68,1,0,0,0,0,1,0,0,1,1,0,0,0
One or two major openings not more than 2.1min height are permitted in one wall of the building or annexe only.,1,83_UK_DocA_Structure,accord_official,ACCORD Official,22,111,0,0,0,1,0,0,0,0,1,1,0,0,1
One photograph per detail should be recorded.,1,480_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,7,45,1,0,0,0,0,0,1,0,1,1,0,0,0
"One way to meet the requirement for gigabit-ready physical infrastructure which extends beyond the dwelling is to design and install a system of ducts, chambers, cabinets, towers and poles that can facilitate at least one gigabit-capable public electronic communications network connection for all the dwellings serviced by that infrastructure.",1,19_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,51,344,0,1,0,0,0,0,0,0,1,1,3,0,0
Only the proportion of openings which can be opened with a very low risk of occupants falling from height should be considered to form part of the overheating mitigation strategy.,1,83_UK_DocO_Overheating,accord_official,ACCORD Official,30,179,1,0,0,0,0,0,1,0,1,1,0,0,0
Openable windows or mechanical ventilation fans are considered to be passive means of cooling.,0,107_UK_DocO_Overheating,accord_official,ACCORD Official,14,94,0,0,0,0,0,0,0,0,1,1,0,0,0
Operating and maintenance instructions.,0,222_UK_DocF_V1_Ventilation | 392_UK_DocM_V2_AccessAndUseOfBuildings | 400_UK_DocL_V1_ConsrvationOfFuelAndPower | 96_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,4,39,0,0,0,0,0,0,0,0,1,1,0,0,0
Optional requirement M4(2).,0,34_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,4,27,0,0,0,0,0,0,0,0,1,1,0,0,1
Optional requirement M4(3) (2)(b) applies only  where the planning permission under which the building work is carried out specifies that it shall  be complied with.,0,66_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,27,165,1,0,1,0,1,0,0,0,1,1,0,0,2
Optional requirement M4(3).,0,63_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,4,27,0,0,0,0,0,0,0,0,1,1,0,0,1
Optional requirement.,0,29_UK_DocM_V1_AccessAndUseOfBuildings | 59_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,2,21,0,0,0,0,0,0,0,0,1,1,0,0,0
Others design considerations for internal doors are as set out in 2.14 to 2.16 under Manually operated non-powered entrance doors and should be referred to for guidance.,0,93_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,30,169,1,0,0,0,0,0,1,0,1,1,0,0,2
Others ventilation systems may be acceptable if they can be shown to meet an equal level of performance.,1,26_UK_DocF_V2_Ventilation | 30_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,18,104,1,0,1,1,0,0,0,1,1,1,0,0,0
Outdoor air should be supplied for occupiable rooms in offices at whichever of the following will provide the higher total rate.,0,52_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,21,128,1,0,1,0,0,0,1,0,1,1,0,0,0
PART Q SECURITY.,1,2_UK_DocQ_Security_Dwellings,accord_official,ACCORD Official,3,16,0,0,0,0,0,0,0,0,1,1,0,0,0
Part M access to and use of buildings.,0,30_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,8,38,0,0,0,0,0,0,0,0,1,1,0,0,0
"Particular applications for passenger and good passenger lifts, or, where necessary, by product certification issued by a Notified Body); b. they are accessible from the remainder of the storey ; c. the minimum dimensions of the lift cars are 1100mm wide and 1400mm deep (see Diagram 11); d. for lifts of a size that does not allow a wheelchair user to turn around within the lift car , a mirror is provided in the lift car to enable a wheelchair user to see the space behind the wheelchair ; e. power-operated horizontal sliding doors provide an effective clear width of at least 800mm (nominal); f. doors are fitted with timing devices and re-opening activators to allow adequate time for people and any assistance dogs to enter or leave; g. car controls are located between 900mm and 1200mm (preferably 1100mm) from the car floor and at least 400mm from any return wall ; h. landing call buttons are located between 900mm and 1100mm from the floor of the landing and at least 500mm from any return wall ; i. lift landing and car doors are distinguishable visually from the adjoining walls ; j. audible and visual indication of lift arrival and location is provided in the lift car and the lift lobby ; k. areas of glass are identifiable by people with impaired vision ; l. where the lift is to be used to evacuate disabled people in an emergency , it conforms to the relevant recommendations of BS 5588-8 .",0,112_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,243,1409,0,2,2,1,0,0,0,0,1,1,5,11,3
"Particular attention should be paid to the requirements of Part F and the guidance in Approved Document F, Volume 1: Dwellings on noise and maintenance.",0,66_UK_DocO_Overheating,accord_official,ACCORD Official,25,152,1,0,0,0,0,0,1,0,1,1,1,0,1
Particular issues relating to work in historic buildings that warrant sympathetic treatment and where advice from Otherss could therefore be beneficial include: a. restoring the historic character of a building that had been subject to previous inappropriate alteration.,0,19_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,38,270,0,0,0,0,0,0,0,0,1,1,0,0,0
"Parts G1, G3(1) to (3) and G4 to G6 will apply to  all the material changes of use mentioned above.",0,49_UK_DocG_Sanitation,accord_official,ACCORD Official,21,99,0,0,0,0,0,0,0,0,1,1,1,0,2
Party walls.,0,85_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,2,12,0,0,0,0,0,0,0,0,1,1,0,0,0
Passive means Any means of cooling a building which is not mechanical cooling (e.g. airconditioning).,0,105_UK_DocO_Overheating,accord_official,ACCORD Official,16,101,0,0,0,0,0,0,0,0,1,1,0,0,0
People should be able to appreciate easily where to place their feet by highlighting nosings and avoiding open rises.,1,54_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,19,117,1,0,0,0,0,0,1,0,1,1,0,0,0
"People should be able to see Others people approaching from the opposite direction, thereby allowing sufficient reaction time for both parties to avoid a collision.",1,68_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,25,164,1,0,0,1,0,0,1,0,1,1,1,0,0
"People who are responsible for building work (e.g. agent, designer, builder or installer) must ensurethat the work complies with all applicable requirements of the Building Regulations.",0,7_UK_DocK_ProtectionFromFalling,accord_official,ACCORD Official,27,185,1,0,0,0,0,1,0,0,1,1,2,0,0
